,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2010),3205624,The Social Network (2010) ,社交网络 The Social Network,剧情,传记,8.1,276560,29.0%,50.1%,19.4%,1.3%,0.2%,美国,1012521,1027144,1022620,1040987,1274969,1049517,1049997,1252378,1254096,1000064,1027325,1017981,1326648,1004632,1143929,1253050,1329418,"https://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
