,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,poster
0,(2008),3053521,Er shi si cheng ji (2008) ,二十四城记,剧情,7.4,25766,16.3%,45.1%,31.8%,5.4%,1.4%,中国大陆,香港,日本,1274261,1121101,1044964,1005985,1274626,"https://ia.media-imdb.com/images/M/MV5BMjMyNjQ1NjIxOV5BMl5BanBnXkFtZTgwMTA5NTcwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
