,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,poster
0,(2009),3135483,A Serious Man (2009) ,严肃的男人 A Serious Man,剧情,7.4,16702,16.0%,43.5%,34.2%,5.0%,1.3%,美国,英国,法国,1054401,1054517,1009409,1041144,1045154,"https://ia.media-imdb.com/images/M/MV5BNGZkODlhMjktNzhhMC00YjFiLWJmODMtNjQwOGMzZjMxNTZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
