,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2008),3215640,Kung Fu Panda: Secrets of the Furious Five (2008) ,功夫熊猫之盖世五侠的秘密 Kung Fu Panda: Secrets of the Furious Five,喜剧,动作,动画,短片,7.6,47793,18.0%,48.2%,31.4%,2.1%,0.3%,美国,1287124,1049492,1054427,1226865,1383209,1308546,1383210,1293761,1019072,1049627,1348572,1142649,1290533,1085905,1198141,1071279,1040525,1078960,1036492,1027283,1063450,"https://ia.media-imdb.com/images/M/MV5BMjQwMWNmYWUtY2E5NS00OTlkLWI2Y2MtNzhjZDUyYmZhZDVjXkEyXkFqcGdeQXVyNjc2MjYzMTY@._V1_UY268_CR2,0,182,268_AL_.jpg"
