,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2009),3148027,The Twilight Saga: New Moon (2009) ,暮光之城2：新月 The Twilight Saga: New Moon,剧情,爱情,惊悚,奇幻,6.5,158563,9.5%,25.3%,48.1%,13.9%,3.3%,美国,1036524,1012533,1035656,1018979,1013785,1013789,1040510,1031794,1004566,1036304,1044705,1036306,1031799,1009236,"https://ia.media-imdb.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
