,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2009),3157605,Little Nicholas (2009) ,巴黎淘气帮 Le petit Nicolas,喜剧,家庭,儿童,8.6,105452,44.9%,42.5%,11.8%,0.7%,0.1%,法国,比利时,1274917,1274925,1032476,1000491,1032419,1050803,1082006,1129412,1054336,1023112,1338355,1036817,1326262,1313678,1314674,1326270,1326263,1313242,1326261,1326260,1048281,"https://ia.media-imdb.com/images/M/MV5BMTU3NTQ4MTAzMF5BMl5BanBnXkFtZTcwMjQ3MDE5Mg@@._V1_UY268_CR9,0,182,268_AL_.jpg"
