,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),3104794,RED (2010) ,赤焰战场 Red,喜剧,动作,7.5,66752,13.8%,49.6%,33.0%,3.2%,0.4%,美国,1297058,1010509,1054534,1041013,1054390,1017903,1022573,1019027,"https://ia.media-imdb.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
