,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),3041264,Battle Los Angeles (2011) ,洛杉矶之战 Battle: Los Angeles,动作,科幻,6.0,84994,4.2%,20.5%,51.9%,18.6%,4.8%,美国,1049991,1053577,1025174,1036497,1044868,1131634,1140481,1040665,1182326,"https://ia.media-imdb.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
