,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2009),3077791,Up in the Air (2009) ,在云端 Up in the Air,剧情,爱情,7.9,158958,21.7%,53.8%,23.2%,1.2%,0.2%,美国,1027257,1054433,1013789,1053584,1013760,1333625,1044729,1147911,1022599,1013797,1027137,1027250,1386071,1166830,1234082,1198233,1375987,1320051,1022709,1165684,1176410,1240673,1319844,"https://ia.media-imdb.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
