,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,poster
0,(2010),3147941,Sex and the City 2 (2010) ,欲望都市2 Sex and the City 2,剧情,喜剧,爱情,6.8,38775,11.6%,29.4%,46.1%,11.0%,1.9%,美国,"https://ia.media-imdb.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
