,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,poster
0,(2008),3173528,Beijing 2008 Olympics Games Opening Ceremony (2008) ,2008年第29届北京奥运会开幕式 Beijing 2008 Olympics Games Opening Ceremony,运动,8.9,25701,58.4%,29.5%,9.7%,1.2%,1.2%,中国大陆,1054398,1241760,1195651,"https://ia.media-imdb.com/images/M/MV5BZWJjMzcxODctN2Q5NC00YjljLTk4YmYtYzVhNGZlNzcyYWFmXkEyXkFqcGdeQXVyNDk4NzAyNzU@._V1_UY268_CR3,0,182,268_AL_.jpg"
