,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3114109,District 13: Ultimatum (2009) ,暴力街区13：终极 Banlieue 13 - Ultimatum,动作,科幻,7.4,47745,15.3%,43.8%,36.1%,4.3%,0.5%,法国,1045488,1049467,1000251,1028374,1037240,1032370,"https://ia.media-imdb.com/images/M/MV5BMTUyNjY5MDU4MF5BMl5BanBnXkFtZTcwNDAzNzEwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
