,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2009),3074408,Kurôzu zero II (2009) ,热血高校2 クローズZERO II,动作,7.8,47763,24.4%,45.2%,26.7%,3.1%,0.6%,日本,1054407,1014229,1315809,1018617,1155933,1006292,1052665,1274379,1028166,1274396,1312904,1314909,"https://ia.media-imdb.com/images/M/MV5BNWZhNzViZDktMjJiMy00YmZhLTkwYmMtZDk5YWZmMjQyMzllXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR4,0,182,268_AL_.jpg"
