,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2008),3077668,Tin shui wai dik yat yu ye (2008) ,天水围的日与夜 天水圍的日與夜,剧情,8.5,74490,41.7%,45.0%,12.1%,1.0%,0.2%,香港,1053570,1274229,1315182,1000955,1281025,"https://ia.media-imdb.com/images/M/MV5BNGRiZGJhMGMtOTg5ZC00NmUwLTliYzAtZWI5ZWZiMmUyMGM1XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
