,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),3168086,Noruwei no mori (2010) ,挪威的森林 ノルウェイの森,剧情,爱情,5.9,95108,4.9%,18.3%,50.6%,21.4%,4.7%,日本,1014284,1008067,1014006,1275762,1042089,1000810,1023627,1001753,"https://ia.media-imdb.com/images/M/MV5BODQ3NTM0Nzg3OV5BMl5BanBnXkFtZTcwMTE3MDMxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
