,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),3198015,Summer Kind of Wonderful             ,绯闻女孩  第二季 Gossip Girl Season 2,剧情,爱情,7.7,62293,20.7%,45.6%,30.5%,2.9%,0.4%,美国,1041026,1000012,1041110,1004859,1025140,1025139,"https://ia.media-imdb.com/images/M/MV5BMTU4MjY4NTUzNl5BMl5BanBnXkFtZTcwNjI2MjQ4MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
