,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),3230459,Li Mi de caixiang (2008) ,李米的猜想,剧情,爱情,犯罪,7.8,173551,22.2%,47.2%,27.4%,2.8%,0.4%,中国大陆,香港,1274278,1027798,1274235,1274319,1274388,1322085,1315102,1359661,"https://ia.media-imdb.com/images/M/MV5BZDU2NDBkZTktMjQwNi00ODdhLTkwN2ItNTNhMTZlNzY4OTNlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
