,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),3103678,Lie to Me             ,千谎百计 第一季 Lie to Me Season 1,剧情,悬疑,惊悚,犯罪,8.7,108586,46.1%,41.9%,11.2%,0.6%,0.1%,美国,1297058,1023270,1025176,1017910,1275942,1013887,1013836,1036519,1000107,1036311,"https://ia.media-imdb.com/images/M/MV5BMTc2MjA4MTM2OV5BMl5BanBnXkFtZTcwMTYzMzA1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
