,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3240208,Fei chang wan mei (2009) ,非常完美,喜剧,爱情,6.0,156583,3.7%,19.2%,54.0%,18.5%,4.6%,中国大陆,韩国,1274853,1041014,1050059,1050590,1042119,1029395,1005214,1275275,"https://ia.media-imdb.com/images/M/MV5BMTUwNzQzNTUxMV5BMl5BanBnXkFtZTgwNTQ0MTE0MjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
