,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2012),3269068,Hotel Transylvania (2012) ,精灵旅社 Hotel Transylvania,喜剧,动画,奇幻,7.8,116046,21.8%,48.4%,27.3%,2.2%,0.3%,美国,1016727,1054523,1025187,1047993,1044719,1027818,1054409,1049580,1010541,1078248,1055039,1054464,1075728,1023437,1004763,1027260,1246500,1007133,1044950,1314881,1352392,1025415,1288339,1123774,"https://ia.media-imdb.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
