,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2009),3073875,Fish Tank (2009) ,鱼缸 Fish Tank,剧情,7.4,24478,15.5%,46.4%,33.4%,4.0%,0.7%,英国,荷兰,1000325,1009429,1000010,1311031,1049884,"https://ia.media-imdb.com/images/M/MV5BMTc1NTk4MzkxOF5BMl5BanBnXkFtZTcwNDkxMDAxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
