,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2009),3041749,Everybody's Fine (2009) ,天伦之旅 Everybody's Fine,剧情,家庭,8.6,62683,43.4%,44.9%,11.1%,0.4%,0.1%,美国,1041356,1054445,1003487,1047972,1054525,1010485,1031840,1049558,1140622,1135568,1197404,1004937,1252122,1346153,1229323,"https://ia.media-imdb.com/images/M/MV5BMTM1NzEwNzA5MV5BMl5BanBnXkFtZTcwNTE0NjAyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
