,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2013),3071441,Snowpiercer (2013) ,雪国列车 설국열차,剧情,动作,科幻,灾难,7.3,175360,13.8%,44.0%,35.5%,5.4%,1.3%,韩国,捷克,美国,法国,1062919,1017885,1053616,1031238,1025152,1048024,1004587,1154263,1004679,1023333,1036381,1004727,1113589,"https://ia.media-imdb.com/images/M/MV5BOTdjM2NmZTgtYTFlMS00ZWE1LWExNzItZWEyZGE3NjE3OWQ5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
