,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),3268216,Tao hua yun (2008) ,桃花运,剧情,喜剧,爱情,5.7,60504,2.5%,15.5%,53.8%,22.3%,5.9%,中国,香港,1310229,1000905,1004773,1050059,1047358,1042341,1274274,1047083,1274576,1304876,1274252,1027770,1274291,"https://ia.media-imdb.com/images/M/MV5BODhhMjAyMDMtMjkyNC00ODY3LTk3OWMtNThhMjU4ZThjNjU5XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
