,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,poster
0,(2008),3262918,Skhizein (2008) ,精神分裂症 Skhizein,剧情,动画,短片,9.0,44908,59.1%,33.1%,7.2%,0.4%,0.2%,法国,1316105,1018602,"https://ia.media-imdb.com/images/M/MV5BMjU2YWExMDItZmI2Ny00NjZkLTg0MjgtNjExZmMyMjk1YTE3XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY268_CR4,0,182,268_AL_.jpg"
