,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,country6,director1,actor1,actor2,poster
0,(2009),3040418,Antichrist (2009) ,反基督者 Antichrist,剧情,惊悚,情色,7.1,13711,15.5%,37.3%,35.7%,8.7%,2.8%,丹麦,德国,法国,瑞典,意大利,波兰,1056007,1010539,1054522,"https://ia.media-imdb.com/images/M/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_UY268_CR6,0,182,268_AL_.jpg"
