,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),3230165,Last Night (2010) ,一夜迷情 Last Night,剧情,爱情,7.2,34405,11.2%,41.8%,42.1%,4.4%,0.5%,美国,法国,1316010,1054448,1000147,1041015,1000177,1019053,1145491,1058140,1049946,1014366,1236833,"https://ia.media-imdb.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
