,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2011),3233635,Kung Fu Panda 2 (2011) ,功夫熊猫2 Kung Fu Panda 2,喜剧,动作,动画,冒险,8.0,275638,26.4%,48.4%,23.2%,1.7%,0.3%,美国,1301570,1049492,1054447,1054427,1010507,1054531,1002668,1036328,1071279,1031824,1022664,1013797,1019056,1027149,1031913,1383198,1383199,1383200,1348572,1383201,1048254,1383202,1296055,1151824,1320585,1025242,1009555,"https://ia.media-imdb.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
