,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2012),3143676,The Cabin in the Woods (2012) ,林中小屋 The Cabin in the Woods,喜剧,悬疑,恐怖,7.4,122483,17.5%,44.1%,31.5%,5.5%,1.4%,美国,1032271,1319126,1048145,1113019,1027158,1275684,1021959,1108620,1053569,1036347,1048170,"https://ia.media-imdb.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
