,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),3178770,Madagascar 3: Europe's Most Wanted (2012) ,马达加斯加3 Madagascar 3: Europe's Most Wanted,喜剧,动画,冒险,8.2,119920,31.7%,48.0%,18.8%,1.3%,0.2%,美国,1009555,1315498,1291597,1054412,1004578,1041115,1054154,1027161,1010548,1000225,"https://ia.media-imdb.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
