,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2009),3264045,Mulan: Rise of a Warrior (2009) ,花木兰,剧情,爱情,冒险,6.2,74435,6.1%,22.6%,50.7%,16.5%,4.2%,中国大陆,香港,1280599,1163713,1053618,1032540,1036492,1345944,1274955,1314641,1274556,1023236,1298649,1313546,1319429,1315908,1317136,1326724,1367948,1353568,1375569,"https://ia.media-imdb.com/images/M/MV5BNmMyMTY2YmEtZjM2ZS00ZWQ5LWE4YjEtOGMxOGZhY2RlZjJjXkEyXkFqcGdeQXVyNDM2OTEyOTM@._V1_UY268_CR1,0,182,268_AL_.jpg"
