,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),3041806,Yip Man (2008) ,叶问 葉問,剧情,动作,传记,历史,7.5,202925,15.4%,49.7%,31.9%,2.6%,0.5%,香港,中国大陆,1274472,1025194,1031194,1027481,1036944,1050329,1018257,1202926,1041695,1315999,"https://ia.media-imdb.com/images/M/MV5BNGZmYmQ2MTMtZTY2My00NmY2LTgwNDktNjRiZDBkOTdjNDEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE3OTAyNDU@._V1_UY268_CR2,0,182,268_AL_.jpg"
