,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2008),3074303,Ting che (2008) ,停车 停車,剧情,7.3,20726,12.6%,47.1%,34.7%,4.8%,0.8%,台湾,1312987,1077991,1215287,1023718,1019343,1276076,1314075,1317804,1275482,1317805,1029349,"https://ia.media-imdb.com/images/M/MV5BYjJjNjM5NjMtMjliMy00Y2EzLTg4YTYtMzVmYWM3YmJiOWE0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR2,0,182,268_AL_.jpg"
