,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),3103186,Iron Sky (2012) ,钢铁苍穹 Iron Sky,喜剧,动作,科幻,6.6,37942,10.6%,29.6%,41.4%,14.7%,3.8%,芬兰,德国,澳大利亚,1037182,1027957,1014289,1319984,1319985,1041554,1027867,1319982,"https://ia.media-imdb.com/images/M/MV5BMTM2MDg5MzgxNF5BMl5BanBnXkFtZTcwODUzNjMxOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
