,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,country6,country7,country8,director1,actor1,poster
0,(2008),3047617,Waltz with Bashir (2008) ,和巴什尔跳华尔兹 ואלס עם באשיר,动画,纪录片,传记,8.7,12842,47.3%,40.0%,11.6%,0.8%,0.3%,以色列,德国,法国,美国,芬兰,瑞士,比利时,澳大利亚,1283934,1106500,"https://ia.media-imdb.com/images/M/MV5BNjM2OTI3NzQyNl5BMl5BanBnXkFtZTcwNjkzNzQ5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
