,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),3073158,The Iron Lady (2011) ,铁娘子：坚固柔情 The Iron Lady,剧情,传记,历史,7.6,56096,17.8%,47.1%,31.7%,3.0%,0.3%,英国,法国,1018960,1054437,1019049,1031891,1048188,1317772,1040691,"https://ia.media-imdb.com/images/M/MV5BODEzNDUyMDE3NF5BMl5BanBnXkFtZTcwMTgzOTg3Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
