,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2012),3094909,Silver Linings Playbook (2012) ,乌云背后的幸福线 Silver Linings Playbook,剧情,喜剧,爱情,家庭,7.7,142284,20.8%,48.2%,28.2%,2.4%,0.4%,美国,1022739,1013757,1022616,1054445,1161151,1049514,1054303,1018110,1165173,1000001,"https://ia.media-imdb.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
