,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),3231742,Iron Man Three (2013) ,钢铁侠3 Iron Man 3,动作,科幻,7.6,221218,18.6%,45.2%,32.1%,3.5%,0.7%,美国,中国大陆,1036569,1016681,1035672,1018985,1054393,1053573,1003482,1044871,1027164,1000095,1044722,1164170,1322702,1027440,1054562,1050059,"https://ia.media-imdb.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
