,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),3126196,Shi Quan Jiu Mei (2008) ,十全九美,喜剧,5.1,89479,2.2%,10.1%,41.8%,31.6%,14.4%,中国,1317146,1276163,1051051,1274276,1274361,1316548,1321600,1315668,1312937,"https://ia.media-imdb.com/images/M/MV5BM2UxNmE1N2ItOWQ0MS00N2ExLWI1ZGYtZWQzOWE2MGZmNTZlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
