,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2009),3233761,The Hangover (2009) ,宿醉 The Hangover,喜剧,7.6,162453,19.3%,48.0%,29.0%,3.1%,0.6%,美国,1036390,1013757,1004575,1027137,1009257,1048022,1044918,1010578,1275017,1009368,"https://ia.media-imdb.com/images/M/MV5BNDAxMTZmZGItZmM2NC00M2E1LWI1NmEtZjhhODM2MGU0ZmJlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
