,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),3148748,Kick-Ass (2010) ,海扁王 Kick-Ass,动作,惊悚,犯罪,7.5,167164,19.4%,44.7%,30.5%,4.4%,0.9%,美国,英国,1031852,1017887,1018981,1054455,1257926,1274374,1013755,1004627,1048119,1036410,1275686,"https://ia.media-imdb.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
