,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2009),3217894,The Girl with the Dragon Tattoo (2009) ,龙纹身的女孩 Män som hatar kvinnor,剧情,悬疑,惊悚,犯罪,7.5,32709,14.6%,50.4%,31.9%,2.6%,0.4%,瑞典,丹麦,德国,挪威,1000305,1041155,1013796,1009453,1151708,1099731,1056229,1009660,1092606,1091838,1023012,1102767,1005109,1183756,1391617,1276058,1018498,1071982,1130924,1014481,1037185,"https://ia.media-imdb.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
