,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2013),3104798,This Is the End (2013) ,世界末日 This is the End,喜剧,奇幻,6.7,36500,11.1%,33.2%,41.0%,11.2%,3.5%,美国,1002668,1308336,1002668,1019001,1036302,1002664,1013797,1142826,1053576,1053624,1002667,1013759,1009334,1031180,1044908,1257926,1022628,1031224,"https://ia.media-imdb.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
