,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2010),3120852,The Ghost Writer (2010) ,影子写手 The Ghost Writer,剧情,悬疑,惊悚,7.5,49281,13.3%,53.5%,30.7%,2.1%,0.4%,法国,德国,英国,1054420,1012532,1031219,1022627,1022572,1036397,1025207,1323253,1049679,"https://ia.media-imdb.com/images/M/MV5BMTI3NzMwMzkyNV5BMl5BanBnXkFtZTcwODk4NjQxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
