,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2006),3149087,Ai qing de ya chi (2007) ,爱情的牙齿,剧情,爱情,7.7,23502,18.2%,50.8%,28.0%,2.5%,0.5%,中国大陆,1274949,1040392,1317230,1274530,1314323,"https://ia.media-imdb.com/images/M/MV5BN2E2ZDI0YWItZWE3OC00MzA4LWI4MTgtODZmMWRjZmViYWQzXkEyXkFqcGdeQXVyNzcwMTI3MDM@._V1_UY268_CR9,0,182,268_AL_.jpg"
