,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2009),3102668,Cloudy with a Chance of Meatballs (2009) ,天降美食 Cloudy with a Chance of Meatballs,喜剧,动画,家庭,奇幻,7.4,88860,13.9%,44.5%,37.9%,3.3%,0.4%,美国,1290316,1119399,1017902,1041008,1000050,1025187,1069816,1017891,1031839,1036383,1017896,1141042,1031803,1019039,"https://ia.media-imdb.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
