,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),3230462,Nu ren bu huai (2008) ,女人不坏,喜剧,6.0,112244,4.3%,19.8%,51.2%,19.5%,5.1%,中国大陆,香港,1007152,1027798,1215287,1274494,1023278,1033102,1013782,1273313,1315112,1078102,1275604,1312822,"https://ia.media-imdb.com/images/M/MV5BNzM4NDJiOWEtMWJjMS00NTBmLTgzZWEtOGNkMjM5ZWJmMWNkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
