,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),3217149,Teenage Mutant Ninja Turtles (2014) ,忍者神龟：变种时代 Teenage Mutant Ninja Turtles,喜剧,动作,科幻,冒险,6.4,81214,6.6%,24.9%,51.7%,14.2%,2.6%,美国,1049991,1044700,1044709,1036360,1254642,1084181,1340774,1031900,1095948,1163590,1027825,1343095,1041120,1128698,1242969,1116509,"https://ia.media-imdb.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
