,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3078386,Dorian Gray (2009) ,道林·格雷 Dorian Gray,剧情,惊悚,奇幻,6.8,38775,9.1%,33.0%,48.5%,8.2%,1.2%,英国,1049978,1053622,1031223,1044871,1218749,1022647,1041165,1022701,"https://ia.media-imdb.com/images/M/MV5BMTY5ODc1NjU5N15BMl5BanBnXkFtZTcwMTUyNDg3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
