,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),3059036,Adam (2009) ,亚当 Adam,剧情,爱情,7.8,34723,21.4%,51.6%,25.3%,1.6%,0.2%,美国,1017931,1022562,1022650,1049684,1019102,1125449,"https://ia.media-imdb.com/images/M/MV5BMTkzNzk4NDYwNl5BMl5BanBnXkFtZTcwOTE2MTY1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
