,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2014),3078390,The Crossing (2014) ,太平轮(上),剧情,爱情,战争,5.8,68840,5.4%,17.5%,46.2%,23.2%,7.8%,中国大陆,香港,1027853,1041014,1027883,1197534,1041404,1009179,1018667,1274437,1014618,1051157,1165442,1047358,1322423,1275744,1314827,1274606,1316086,1276076,1321304,1336612,1315233,1301518,1315726,1028490,1275614,"https://ia.media-imdb.com/images/M/MV5BYTU2NDIwNjktNWU3Yy00Y2ZjLWFhMjMtN2M4MDliZGEyZGI3XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
