,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2011),3097445,We Need to Talk About Kevin (2011) ,凯文怎么了 We Need to Talk About Kevin,剧情,悬疑,惊悚,7.6,14467,17.9%,51.0%,27.3%,3.0%,0.8%,英国,美国,1036868,1025152,1017907,1313037,1265347,1080248,"https://ia.media-imdb.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_UY268_CR0,0,182,268_AL_.jpg"
