,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),3077412,Xun Long Jue (2015) ,寻龙诀,剧情,动作,奇幻,冒险,7.5,357233,19.2%,44.5%,29.9%,5.0%,1.4%,中国大陆,香港,1275211,1053618,1274242,1138320,1033011,1041082,1042637,1318260,1274972,1353569,1350680,1353568,"https://ia.media-imdb.com/images/M/MV5BOTQ5OTE2MTQ1OF5BMl5BanBnXkFtZTgwMDI1MjE4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
