,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2010),3212965,Shi (2010) ,诗 시,剧情,8.3,15585,35.1%,48.3%,15.0%,1.2%,0.4%,韩国,1103667,1314298,1326902,1322622,1326903,"https://ia.media-imdb.com/images/M/MV5BMTgxNjI0Mjk3OV5BMl5BanBnXkFtZTcwNzQ4Nzc0NA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
