,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2010),3078517,Dear John (2010) ,分手信 Dear John,剧情,爱情,战争,7.0,76007,11.6%,36.1%,44.6%,6.7%,1.0%,美国,1018014,1053586,1031224,1048145,1009308,"https://ia.media-imdb.com/images/M/MV5BMTk1NDEzMTU5NV5BMl5BanBnXkFtZTcwNTI3MTk5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
