,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),3197006,Scylla             ,越狱  第四季 Prison Break Season 4,剧情,动作,惊悚,犯罪,7.9,48419,29.7%,40.9%,24.9%,3.7%,0.7%,美国,1041028,1004605,1017950,1036360,1010576,1014018,"https://ia.media-imdb.com/images/M/MV5BMTgyNDk5NTk1M15BMl5BanBnXkFtZTcwMjUyODY4MQ@@._V1_UY268_CR110,0,182,268_AL_.jpg"
