,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),3103683,Wall Street: Money Never Sleeps (2010) ,华尔街：金钱永不眠 Wall Street: Money Never Sleeps,剧情,犯罪,6.4,40590,6.0%,25.6%,53.8%,13.0%,1.7%,美国,1054513,1053620,1022000,1004568,1025144,1013816,1054392,"https://ia.media-imdb.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
