,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,actor52,actor53,actor54,actor55,actor56,actor57,actor58,actor59,actor60,actor61,actor62,actor63,actor64,actor65,poster
0,(2008),3158990,Hái-kak chhit-ho (2008) ,海角七号 海角七號,剧情,喜剧,爱情,7.5,205576,20.1%,43.1%,31.6%,4.3%,0.9%,台湾,1300587,1274683,1023805,1314465,1274680,1274681,1274682,1313920,1274679,1274685,1267135,1043815,1330231,1357713,1274677,1274678,1357711,1357712,1347763,1357714,1320721,1357715,1357716,1357717,1357718,1357719,1348865,1357720,1357721,1331895,1357722,1357723,1357724,1357725,1357726,1344719,1357727,1357728,1357729,1357732,1357730,1357731,1357733,1357734,1357735,1357736,1357737,1357738,1357739,1357740,1357741,1357742,1357743,1357744,1357745,1357746,1357747,1357748,1357749,1357750,1357751,1357752,1320959,1357753,1357754,1357755,"https://ia.media-imdb.com/images/M/MV5BOTIxNGRiZDItNmY0Ni00YTU3LTgxMzEtMDM1ZGJmZDc5NDczXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
