,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),1949321,Mr. Brooks (2007) ,布鲁克斯先生 Mr. Brooks,剧情,悬疑,惊悚,犯罪,7.6,23910,16.9%,49.8%,30.1%,2.8%,0.5%,美国,1050309,1016671,1031849,1047988,1031863,1040559,1049502,"https://ia.media-imdb.com/images/M/MV5BMTQyNTk5MTMxN15BMl5BanBnXkFtZTcwNTc0ODI1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
