,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2005),1915312,Doragon-zakura             ,龙樱 ドラゴン桜,剧情,8.6,64241,45.3%,40.6%,13.3%,0.7%,0.1%,日本,1359802,1321386,1275377,1012581,1009875,1013026,1000845,1018667,1275331,1014661,1018562,1042776,1006158,1033880,"https://ia.media-imdb.com/images/M/MV5BNWM5Njk2ZDMtYzdiYy00NDJkLWJiMTUtZWUxNWIxZThmYTU5XkEyXkFqcGdeQXVyNjA2OTcwNzE@._V1_UY268_CR5,0,182,268_AL_.jpg"
