,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),1895120,Dead Silence (2007) ,死寂 Dead Silence,悬疑,恐怖,7.5,103174,17.4%,44.5%,33.8%,3.7%,0.6%,美国,1032122,1025198,1006969,1036305,1032368,1041179,1312515,"https://ia.media-imdb.com/images/M/MV5BMjEyNDQwMTQ3OV5BMl5BanBnXkFtZTcwMTY5MzI0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
