,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),1885124,The Time Traveler's Wife (2009) ,时间旅行者的妻子 The Time Traveler's Wife,剧情,爱情,悬疑,奇幻,7.7,174999,19.3%,48.0%,29.7%,2.8%,0.3%,美国,1297058,1053587,1016693,1045061,1027850,1293249,1045020,1019023,1307696,"https://ia.media-imdb.com/images/M/MV5BZWNlN2RmZDktNzllNC00NDVlLTllMzgtZGQ1YmRmZThmZjZmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
