,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,poster
0,(1984),1860377,Hei mao jing zhang             ,黑猫警长,动画,悬疑,8.4,50842,39.4%,41.2%,17.7%,1.3%,0.3%,中国大陆,1316866,1336069,"https://ia.media-imdb.com/images/M/MV5BMThjYTE1ZjYtZjcyYi00NGM0LWEyMTgtMjkwMzYyMWNlMGRlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR1,0,182,268_AL_.jpg"
