,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2006),1853752,"I'm a Cyborg, But That's OK (2006) ",机器人之恋 싸이보그지만괜찮아,剧情,喜剧,爱情,6.5,14760,9.6%,25.7%,46.5%,15.0%,3.3%,韩国,1137414,1035671,1041084,1203077,1319357,"https://ia.media-imdb.com/images/M/MV5BMTAwMjQ0NjQzMTReQTJeQWpwZ15BbWU4MDEyNjg3NTIx._V1_UY268_CR3,0,182,268_AL_.jpg"
